,rhos,seed,sgmds,Initial transient,Test time,Nodes per layer,Error,Layers,_wandb,Resized,_runtime,Train length,_step,alphas,densities,Total time,Test length,sigmas,R_scalings,Train time,_timestamp,Total nodes
24,"[0.9547942120714432, 0.8161958611906249, 1.1013973919721662, 0.9385091879671784, 1.2907963425814175, 0.9061223169501056, 1.0134441648752657, 1.1328779013587047, 0.5798800527096025, 0.6902434259155962]",1422,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",2,657.486450724,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",0.1321,10,{'runtime': 5314},14,5315.834775209427,60000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.1430677400849198, 0.03506615511861947, 0.05162759613419405, 0.13189737500470156, 0.14138424359749802, 0.09437133695642232, 0.04863127697901446, 0.07898208510576607, 0.15483725122148934, 0.19866754064156456]",5303.811706468,10000,"[0.6262929741453848, 1.446886920107633, 0.5749722108984676, 1.2038270714501669, 0.7486612607089158, 0.6867284358519209, 0.7893037962242531, 1.1581988863772992, 1.0401725051131012, 1.2019779839058202]","[1.4024784279945746, 1.4013316369127855, 1.117848081467598, 1.458065696075162, 1.4739090469497174, 0.5667093107333069, 1.3980609115243012, 1.4563814899780798, 0.7010245121037136, 1.2165445517265507]",4646.325203374,1705467726.8223422,20000
25,[0.9752923746677769],7848,['tanh'],2,17.443049823,[2000],0.1339,1,{'runtime': 130},14,131.5224690437317,60000,1,[0.7],[0.10061634922860876],128.678583536,10000,[1.272946148605456],[1.2046645742547124],111.235482143,1705462407.952663,2000
26,"[0.693974100005245, 0.5091752422671219, 0.8009136706040157]",1513,"['tanh', 'tanh', 'tanh']",2,180.308798179,"[2000, 2000, 2000]",0.1288,3,{'runtime': 1315},14,1316.250685453415,60000,1,"[0.7, 0.7, 0.7]","[0.16525896297300216, 0.023319232912605823, 0.1119877426985589]",1311.263622676,10000,"[1.4096397763136044, 1.2737669237438185, 0.9984957692338235]","[1.0840423468388236, 1.2077076148039287, 1.114558340035098]",1130.954769767,1705462273.1873014,6000
27,"[0.8394639784483992, 1.0926710390932812, 1.4986836111435655, 0.8772012936755539, 0.7482103924895399]",7759,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",2,316.940118758,"[2000, 2000, 2000, 2000, 2000]",0.1227,5,{'runtime': 2386},14,2387.250736951828,60000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[0.01039032984523186, 0.1829332588380434, 0.13306800021285167, 0.04876077573660494, 0.049256336979515425]",2380.460241403,10000,"[0.6928265564206653, 0.660441648030095, 0.9393207126518126, 1.0520480181958192, 1.2113164483065335]","[0.8121292276205546, 1.492717233413079, 0.7084841720180342, 0.9896188529299528, 0.6450192596198041]",2063.520069825,1705460949.9303749,10000
28,"[0.6561166807185238, 1.3390711477126769, 1.4725922632384656, 1.1891024080231714, 1.0254735637444214, 0.5622374037802127, 0.9213986012442752, 1.133167287189868]",6374,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",2,530.376130159,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",0.1356,8,{'runtime': 4142},14,4143.49751663208,60000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.14186482365038988, 0.052615313861868976, 0.1636840459561572, 0.19029895457273743, 0.012764900970913238, 0.15513521450590223, 0.1364211343759289, 0.07750395713494276]",4133.585541421,10000,"[1.4655770211345414, 1.2233454225903264, 0.515246764420645, 0.7871113620270869, 0.8523152328636575, 1.385558015981971, 0.701318327913829, 1.2026996266031569]","[0.8360872123165772, 1.436155009081892, 1.2401056751197856, 0.9038766541162012, 0.8034335683245863, 0.5210819920092451, 1.238439677495073, 1.2643411524680237]",3603.209357612,1705458559.4978397,16000
29,"[0.5696852142668883, 1.0338893013314792, 1.1389577640529307, 1.319416618463355, 1.4588444578418536, 1.4772505583721696, 1.4032640459758512, 1.1640213668433583, 0.6715340196553752, 0.5640733676006244]",891,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",2,669.405934071,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",0.1368,10,{'runtime': 5384},14,5385.743701219559,60000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.17377372066275315, 0.02387042998812546, 0.07719369098291026, 0.03635098959918085, 0.1528739802965007, 0.1410189093891992, 0.1261067954617101, 0.06697686579795659, 0.046561431139305255, 0.19710739707856287]",5373.876708144,10000,"[1.02678631295556, 0.6411008209027306, 0.9917320285309192, 1.0668936944021468, 0.8118876025163454, 1.1745563821137877, 0.7098186048876325, 1.2814117162504202, 1.3626011075145148, 0.8942547003040764]","[0.825625943237807, 0.8734946686777696, 1.4064400706212767, 0.5061825109469271, 1.2615535723995948, 1.2159302630107032, 1.2962901982031385, 1.300816687677246, 1.1852426108225544, 1.484867239892916]",4704.470720383,1705454412.5201771,20000
30,[1.3104380325971654],6733,['tanh'],2,18.932312569,[2000],0.1346,1,{'runtime': 138},14,139.87128281593323,60000,1,[0.7],[0.1191986282647053],136.979737774,10000,[1.0362025132823915],[1.183474421062921],118.047372135,1705449022.949931,2000
31,"[1.076546524342052, 1.4715114428469391, 1.4500310190129344]",8958,"['tanh', 'tanh', 'tanh']",2,178.505080313,"[2000, 2000, 2000]",0.1233,3,{'runtime': 1306},14,1310.605591058731,60000,1,"[0.7, 0.7, 0.7]","[0.05090627224639809, 0.08813168292453674, 0.19832761071091515]",1302.769835486,10000,"[0.5003080653939926, 0.7037061344956017, 1.269209857179297]","[1.2278035997000925, 1.3277882385386706, 0.6422624078974586]",1124.264702193,1705448879.716689,6000
32,"[0.520360741072411, 0.7851643599632878, 1.084527353251051, 1.323748283848941, 0.7752997342225986]",5815,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",2,316.328305735,"[2000, 2000, 2000, 2000, 2000]",0.13,5,{'runtime': 2383},14,2384.352193593979,60000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[0.19115016018164355, 0.14184361890330263, 0.11182380172678329, 0.15332679663895094, 0.14946569459053638]",2377.248110376,10000,"[1.159088294487321, 1.3890667758255817, 0.7878281702955237, 0.9289188204426498, 1.1151650686283343]","[0.5213288293720159, 1.422457473228008, 0.877611350946914, 0.7722628727173998, 0.7688987187827222]",2060.919744431,1705447565.1922526,10000
33,"[0.5023620077536325, 1.306850745504044, 1.04719175935521, 0.6341135038715029, 0.6769887822175532, 1.453532158716476, 0.5166427900508506, 0.6448663654321106]",4292,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",2,540.64374513,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",0.1299,8,{'runtime': 4190},14,4191.84006357193,60000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.09531930751568396, 0.19687912427426835, 0.11892783284120556, 0.14094170836664613, 0.1828293034993429, 0.15678303661102186, 0.1855979791122668, 0.12570990767505652]",4181.804311824,10000,"[0.7734255960735774, 0.8272396294354261, 0.5835797774409842, 1.1118828070779738, 1.458288648524391, 0.7871169830749314, 0.6432902875704909, 1.4200593813178637]","[0.9530342949999124, 1.0067110788391869, 1.3951166645117752, 0.5798675456127487, 0.959560110414808, 0.5487843340430837, 1.4626492823944648, 0.670933021604833]",3641.160510534,1705445177.1801736,16000
34,"[1.2792863595339223, 1.4243232015671898, 1.1503745873269926, 0.8003658385145528, 1.1600236512191184, 0.7384308785224983, 0.8383257234544916, 1.2968661638689984, 1.0363059875707257, 0.6532147509060618]",6069,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",2,669.707220994,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",0.1328,10,{'runtime': 5403},14,5404.833975553513,60000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.04592895958981739, 0.0139604353172938, 0.09209654838216288, 0.027318687470670497, 0.06454314174333373, 0.03621961421297957, 0.12909570740123918, 0.16114197429775365, 0.1968614176805233, 0.13975877401152612]",5392.583241516,10000,"[0.6564115666917805, 1.0512309376627236, 1.2908294652817318, 0.6482917586159229, 0.915649390677092, 1.2145789121075576, 0.9844949396436512, 0.8209435173493072, 1.4100700399184063, 1.1824095588941512]","[1.008248912848812, 0.9021054332127448, 0.5199227786583756, 0.7619190111248603, 1.234234216047942, 0.7897605442911372, 1.3983284444993158, 1.2232991626432403, 1.4371859945002077, 1.0299616736030657]",4722.875967572,1705440982.1018276,20000
35,[0.6749277296863937],8236,['tanh'],2,20.121068472,[2000],0.1304,1,{'runtime': 148},14,149.07055473327637,60000,1,[0.7],[0.08884100551652589],146.17193864,10000,[0.7843808316671143],[1.024489330223627],126.050811808,1705435573.588235,2000
36,"[1.1384985871747006, 1.3478740191909746, 1.389457748796418]",7827,"['tanh', 'tanh', 'tanh']",2,181.394621022,"[2000, 2000, 2000]",0.1231,3,{'runtime': 1320},14,1321.7200903892517,60000,1,"[0.7, 0.7, 0.7]","[0.18192274666335367, 0.18652062313978535, 0.15447973765943057]",1316.784499963,10000,"[0.5878722225537579, 0.7952169458993575, 0.9713742836889864]","[1.4887648538881817, 1.035316277172364, 1.374691978650287]",1135.389825041,1705435420.5903523,6000
37,"[0.9920582715839024, 0.9820848364885632, 0.6639375365872997, 1.2170612977478965, 1.3034419474691936]",2668,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",2,318.409715709,"[2000, 2000, 2000, 2000, 2000]",0.1236,5,{'runtime': 2388},14,2389.389703989029,60000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[0.017379304884993323, 0.08004245644387994, 0.18120112517512793, 0.1823556483878988, 0.041869207365319176]",2382.526929789,10000,"[0.592717831341701, 0.8875319061946131, 0.8911808855656596, 0.5503602210950111, 0.9239753383829648]","[0.9057779589297772, 1.0882931608812307, 1.121401736935847, 1.4319239480167405, 1.022240264526442]",2064.11715985,1705434095.120081,10000
38,"[0.6148597797740843, 0.636400368770922, 0.8843149557808773, 1.3751667473446556, 0.8976730279306727, 1.2458022140715943, 1.2622757376944094, 1.3773628749525149]",9182,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",2,535.634626856,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",0.1264,8,{'runtime': 4180},14,4181.906541585922,60000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.16460351548382895, 0.19346256173561807, 0.1679167124472228, 0.07184345708977431, 0.19836061623295576, 0.0558219729388737, 0.028627698546943567, 0.16653408716032797]",4172.149240595,10000,"[0.7702243446883438, 0.5129449560096702, 1.4305295671848377, 1.1742413754903598, 0.7389061546875488, 0.7186407124615323, 0.6409468139568996, 1.3411168076207391]","[0.9573682927962158, 1.383786338549398, 1.3075381924708207, 1.438074872812236, 1.106760521853485, 0.8383887747011844, 1.466625544677114, 1.0461366268184835]",3636.514561469,1705431701.6697376,16000
39,"[0.6510135420788055, 1.206040996732657, 1.4558356775962502, 1.4823787990737798, 1.1142868573850144, 0.717711764383166, 0.5730488616454176, 0.7489143509336191, 0.5309837479549724, 1.0367265784630235]",2537,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",2,673.128725151,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",0.133,10,{'runtime': 5434},14,5435.481590747833,60000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.1695414656219401, 0.03592831817145791, 0.0564601425639, 0.034937340553087226, 0.01734590830400983, 0.14353314618598684, 0.10981035235848906, 0.08432253674829414, 0.1691048862006827, 0.1831731715495803]",5423.099699096,10000,"[0.5643422719561685, 0.5871167828041169, 0.5274888465407274, 0.7697586196347964, 1.0794379730243917, 1.4509955185060384, 0.6780418960476988, 0.6515751583299331, 1.0515495470748053, 0.7212554007701383]","[0.9962071182980908, 0.830763540055426, 1.117561813100135, 0.6855700620286124, 0.6005017536741515, 1.3854614409642492, 0.6842898446273594, 1.2301418177700971, 1.065992116426217, 0.6976521852505558]",4749.970921775,1705427515.553018,20000
40,[1.2362048580948946],1763,['tanh'],2,19.692259784,[2000],0.131,1,{'runtime': 143},14,144.90184926986694,60000,1,[0.7],[0.017053635322470822],142.088099038,10000,[0.8140209816206417],[0.863959744281838],122.395780385,1705422076.2873013,2000
41,"[1.3235462953291584, 1.297500251932002, 1.3444761511620946]",4911,"['tanh', 'tanh', 'tanh']",2,178.208524839,"[2000, 2000, 2000]",0.1249,3,{'runtime': 1303},14,1304.9751119613647,60000,1,"[0.7, 0.7, 0.7]","[0.15831723879664553, 0.07446919522822465, 0.03257773777816895]",1300.203729175,10000,"[1.0012393322129596, 0.9849294906178596, 1.0899347216134956]","[0.918126556234746, 1.2810999742180036, 0.8462837822389179]",1121.995149866,1705421927.694358,6000
42,"[0.6312837668151003, 1.1597038757633653, 0.7142228682541846, 0.7720034989664531, 1.063984498242793]",5305,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",2,317.662011751,"[2000, 2000, 2000, 2000, 2000]",0.128,5,{'runtime': 2388},14,2389.990564107895,60000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[0.1623286112197572, 0.10029871095959653, 0.08440718763884379, 0.15999249355082676, 0.05268800581984984]",2383.15420354,10000,"[1.4065385190215762, 1.4986633778662397, 1.0496400270759545, 1.071554685997624, 0.6681676717451375]","[0.9126865923130176, 0.861679278498485, 0.9488581283798349, 0.8011971100602239, 1.0775170169741215]",2065.492138089,1705420615.6573632,10000
43,"[0.5488470906523787, 0.877650997490906, 1.072452551122861, 0.6702914265692643, 0.9445835886146484, 1.125465597206094, 0.8344495697172025, 1.2954359545661522]",9298,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",2,536.262684006,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",0.1294,8,{'runtime': 4187},14,4188.738641023636,60000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.13223280392256637, 0.1195621544539983, 0.0834861971112223, 0.17428299726488303, 0.09575774845199884, 0.15690844670012394, 0.0652613869974174, 0.06733951995743621]",4178.669206002,10000,"[0.9089193895624174, 0.7985903947657986, 1.2421713144595647, 1.0369739512217793, 0.9218876398058172, 1.3232494693904893, 1.0862028634341687, 1.2007919329168144]","[0.6455128610819053, 0.6493974491639347, 0.8806644883316848, 1.3160294759079116, 1.2990980170913071, 1.3046224594470972, 0.6869356356386226, 1.0891664968709245]",3642.406460266,1705418221.997188,16000
44,"[1.007027282700296, 1.3271882564091602, 1.328237381698758, 1.0728490137713118, 1.0458471615653924, 0.5717597851440355, 0.708918384736799, 0.840015034282789, 0.8846766267304184, 1.286057376533791]",3060,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",2,669.494349694,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",0.1376,10,{'runtime': 5394},14,5396.08579826355,60000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.08772007589034521, 0.10151218710173632, 0.06696659739476642, 0.08560021985020731, 0.14402662336184877, 0.04670594510801337, 0.10618241113591216, 0.09694137676897974, 0.05895622841517978, 0.1949228622548033]",5383.759802369,10000,"[1.131738278664776, 1.2255084163277574, 1.405689073962484, 0.824867190019352, 1.273834087571533, 1.1334380881703616, 1.425081867691172, 0.9100053682927132, 1.1339346577428993, 1.0530657954442435]","[1.4175510409022412, 0.9934939927546518, 0.5236016126339057, 1.3848681004275163, 0.5659633645325751, 0.8009052243601115, 0.8044551525415288, 1.0153241609685382, 1.0411547945640116, 1.077574204208136]",4714.265396745,1705414030.0809882,20000
45,[0.748444136158883],2386,['tanh'],2,17.82767087,[2000],0.1292,1,{'runtime': 130},14,131.61534547805786,60000,1,[0.7],[0.04244569912108765],128.848244064,10000,[0.6354155265189734],[0.9992784865293862],111.020523364,1705408631.0160675,2000
46,"[0.7070711166694619, 1.0452347227766725, 1.2799821447470268]",2550,"['tanh', 'tanh', 'tanh']",2,181.758311503,"[2000, 2000, 2000]",0.1228,3,{'runtime': 1334},14,1335.207011461258,60000,1,"[0.7, 0.7, 0.7]","[0.08724252375071893, 0.05106522815695785, 0.16072454630309957]",1330.413966154,10000,"[0.6249049091772706, 0.798225412105399, 1.4172701317896583]","[1.3474741041578238, 0.8029064533306303, 1.1048846825852556]",1148.655601251,1705408496.0759494,6000
47,"[0.91300517885139, 1.084752673242697, 1.089855929533998, 0.5292177305476113, 1.3212641519993469]",5890,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",2,324.528661951,"[2000, 2000, 2000, 2000, 2000]",0.1263,5,{'runtime': 2435},14,2436.168419122696,60000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[0.10369857726803595, 0.1071306681737776, 0.1800031453709652, 0.12107929124733484, 0.18289878020277575]",2429.121606301,10000,"[1.2050816388483296, 0.912893785558332, 0.8630464254385732, 0.5766862113428922, 0.9324873776781728]","[0.5026433254012286, 1.2609837730483648, 1.4024915836964142, 1.129631392597532, 0.6603609534105541]",2104.59288919,1705407157.769829,10000
48,"[1.2742454529388074, 0.7382662960793125, 0.5461616508249306, 1.2056281329444394, 0.967885726640102, 1.1478034526082426, 1.064223593820634, 1.2615912383326902]",5537,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",2,523.125581901,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",0.1286,8,{'runtime': 4092},14,4093.4551656246185,60000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.1554838041508051, 0.08025556749933035, 0.1949895678741046, 0.04989340401223071, 0.08013541932074793, 0.18599067566181215, 0.1936166089090383, 0.07195142382450219]",4083.561631582,10000,"[0.703728582252932, 1.0169682130562552, 0.5843615316839236, 1.2637760402928668, 1.2383507257663524, 1.0243337031874054, 1.3594127321635097, 1.188818567940522]","[1.1043384518164898, 0.8513962926477924, 1.1647742712125209, 1.3487281975825414, 1.4322785814771906, 0.7161201811888341, 0.5225272586823145, 1.1985843751209746]",3560.435997671,1705404712.5429835,16000
49,"[1.3978186218241395, 0.5204191679377919, 0.9613161410466112, 0.7628436945900522, 0.8359495822338995, 1.0296218837247697, 1.4428289758985744, 1.1676170494716724, 0.6856372137284176, 1.2784958674646765]",2728,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",2,681.304388972,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",0.1393,10,{'runtime': 5485},14,5486.22542142868,60000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.11219024614615912, 0.07253087203647135, 0.0375204433572146, 0.10115983185086186, 0.10165362453581168, 0.1308969323886203, 0.1925375497675556, 0.06157676882791664, 0.11283034391412931, 0.1987459746198545]",5469.910564667,10000,"[1.4063246363188489, 0.8406431662252514, 0.7267908113849778, 0.6516524765358435, 1.196654027611368, 0.6536221427298182, 0.7804380936704004, 1.215220447083726, 1.4520258199611566, 0.8905964163712208]","[0.5273582988168056, 1.0102742977031665, 1.2471312746212473, 0.6486780995859456, 0.7006159213602732, 0.5152769439658258, 0.733458209827922, 0.7900203571321828, 0.8142190210040856, 1.0562670542373191]",4788.524203051,1705400615.4517703,20000
