,R_scalings,Nodes per layer,seed,sigmas,Resized,Test time,rhos,_step,_timestamp,Initial transient,_wandb,_runtime,Train time,Train length,densities,Total time,Test length,Total nodes,Error,sgmds,Layers,alphas
75,"[1.197766926908978, 0.7802966346332366, 0.659164540184242, 0.5268788686863392, 1.0529335964586752, 0.6274169486083677]","[2000, 2196, 2392, 2588, 2784, 2980]",4877,"[0.779832785827408, 0.5371751549190968, 1.4197648770074065, 1.0242922293385934, 1.4272589504687991, 0.958635714800376]",14,54.795790112,"[0.5600864628030178, 1.3478566805989822, 1.3647784552613516, 1.223694600239812, 0.509908027257607, 0.7446046970253085]",1,1696518831.5965192,0,{'runtime': 512},513.6568553447723,433.504074731,60000,"[0.1815526548756733, 0.05561065164496806, 0.07126733402023123, 0.03818637560355077, 0.11023350116151412, 0.027667097086203497]",488.299907443,10000,14940,0.0368,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",6,"[1, 1, 1, 1, 1, 1]"
76,"[0.9872889055087408, 1.250697896456732, 0.7576512936977935, 1.341531494026793, 1.3958174450806786, 0.6416045259085397, 1.1036928858597452]","[2000, 2196, 2392, 2588, 2784, 2980, 3176]",2767,"[1.143362791250521, 0.7104711411542644, 0.9779154929182312, 0.5429319219484597, 0.5191431567562645, 1.1152537736813322, 1.0251060058779466]",14,64.999911124,"[1.0304252551937028, 0.9190091902223748, 0.6293450854652187, 0.7006795373799468, 1.1280961147172217, 0.8175923645154217, 1.3043552425633276]",1,1696518313.8590264,0,{'runtime': 602},603.9557664394379,503.298214663,60000,"[0.1179261537347506, 0.17914516913438366, 0.09979333581689936, 0.12242644208775626, 0.10616191891486323, 0.08702423338855203, 0.02319434864350798]",568.298166734,10000,18116,0.0393,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",7,"[1, 1, 1, 1, 1, 1, 1]"
77,"[1.2784343656365968, 0.5132191549338899, 1.160111604383205, 0.7148774872077444, 1.2779063095488714, 0.9910543403798004, 0.8844958989997077, 1.080724994936406]","[2000, 2196, 2392, 2588, 2784, 2980, 3176, 3372]",1237,"[0.7381273148250009, 1.3718584641690548, 0.938309983241623, 0.7125450000033879, 0.9199215895999728, 0.7465141223830691, 0.990234677308468, 1.2312349474312865]",14,75.440935631,"[1.364183494243007, 1.3650718604186816, 0.5874017817505327, 1.2819879682397748, 1.2241522687584665, 0.7313988292743218, 1.498102143961174, 1.093429583601381]",1,1696517705.183453,0,{'runtime': 708},711.1928462982178,590.483299795,60000,"[0.05096150963724177, 0.10517555517388502, 0.017262369654955357, 0.19986885112834749, 0.032365410869425994, 0.13360248060350527, 0.01233634971551268, 0.07621414845514021]",665.924307371,10000,21488,0.0348,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",8,"[1, 1, 1, 1, 1, 1, 1, 1]"
78,"[1.4124107314517858, 0.7747472921576178, 1.1604983625898475, 1.4289554392082455, 0.6177669882856649, 1.2551388717236982, 0.6819821949142832, 1.3808071578612824, 1.0136037590544458]","[2000, 2196, 2392, 2588, 2784, 2980, 3176, 3372, 3568]",855,"[1.4737933464314368, 0.9430787385730964, 1.2250611385736871, 1.3129157011735242, 0.8860279399503406, 0.9163394983701496, 1.055259656167472, 0.9171917236745242, 0.9540731602062442]",14,87.924806438,"[0.6448776255639399, 0.7190779134882858, 0.5775147563891938, 0.6257817787425258, 1.084831734024239, 1.174029235088505, 1.1545436596069965, 1.3802913093319948, 1.4659418960996693]",1,1696516989.3515544,0,{'runtime': 828},829.3690242767334,684.616136468,60000,"[0.192209798802092, 0.05830728097054183, 0.06919008773930968, 0.060818314090518175, 0.15231326299574866, 0.17032617379507026, 0.02759147108050833, 0.036006391055899506, 0.18932002849331855]",772.541014663,10000,25056,0.0389,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",9,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
79,"[0.5791456744287382, 0.6584144898420344, 1.116224093540128, 1.4551390389373735, 1.1213619024339705, 0.6931831422070822, 0.5330221861611661, 0.5350847949365026, 1.2308824322076124, 1.3636309399673543]","[2000, 2196, 2392, 2588, 2784, 2980, 3176, 3372, 3568, 3764]",7928,"[0.7331146504953512, 0.9040237004356598, 1.4627144124341314, 1.0933961402174632, 0.7975783130990826, 0.5046241455786294, 0.913338962311844, 1.2736673640960818, 0.6644127798696848, 0.7281883884164538]",14,101.679048061,"[1.4216736805766188, 1.1340479217914037, 1.3650905929031378, 0.8929735815311209, 0.7915017524517592, 0.5640102195077812, 1.2309429243358114, 1.044805115695072, 0.8518334782673107, 1.4699400032636158]",1,1696516155.2548175,0,{'runtime': 971},972.459706544876,784.572598536,60000,"[0.07267461420592512, 0.1478484178003931, 0.14180702088923278, 0.141086051230894, 0.02775279696158592, 0.07888037388368038, 0.190671428118216, 0.032451358271652596, 0.030123378814212405, 0.18429896092030076]",886.251733921,10000,28820,0.0348,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
80,0.6239013194683218,2000,9771,1.117171971816027,14,7.681593245,1.4519641573074291,1,1696515178.1858692,0,{'runtime': 98},99.87425923347472,88.380817166,60000,0.06028888391644926,96.062483647,10000,2000,0.0359,['<PyCall.jlwrap tanh>'],1,1
81,"[0.9612133999863092, 1.26585636946024]","[2000, 2196]",2554,"[0.8674322190744412, 0.6661101783512048]",14,14.035920895,"[1.122200339350048, 1.4082894993677844]",1,1696515074.1549215,0,{'runtime': 154},155.4768705368042,134.322581607,60000,"[0.07146753732375327, 0.046957642502657694]",148.358574296,10000,4196,0.0323,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",2,"[1, 1]"
82,"[1.20626498677486, 1.0817866228022708, 0.65630804352579]","[2000, 2196, 2392]",8433,"[1.0352559679878364, 1.0908563005691212, 0.801300832827954]",14,23.023459716,"[1.4193655491051826, 1.237006567649794, 0.6712013404976095]",1,1696514913.9524052,0,{'runtime': 224},226.05986428260803,193.738935249,60000,"[0.06114832422701903, 0.023011682812792884, 0.019415636884556955]",216.762438724,10000,6588,0.0353,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",3,"[1, 1, 1]"
83,"[1.132240981371731, 0.7653805108412917, 1.1245314690968409, 0.9558933890545857]","[2000, 2196, 2392, 2588]",7756,"[0.8296116071648992, 1.4322082054339784, 0.7152942832247607, 0.5977902445064913]",14,35.958437361,"[1.0261872864916235, 1.039538752297234, 0.6663669421524041, 1.103852805165466]",1,1696514683.5644703,0,{'runtime': 331},332.03111243247986,283.115921966,60000,"[0.1416183480246706, 0.17734958266061893, 0.13053248897662242, 0.10701349302490196]",319.074427891,10000,9176,0.0332,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",4,"[1, 1, 1, 1]"
84,"[1.1813350221365857, 0.5800085379795565, 1.0448247780496067, 0.6593051459829842, 0.790946336716751]","[2000, 2196, 2392, 2588, 2784]",9230,"[0.8932363634812317, 1.2498730999178496, 0.9663422003828837, 1.0167510643002795, 0.7857958476027621]",14,44.946789119,"[1.1999359062489048, 1.1329966733053074, 1.2411343886310404, 0.9476361015685736, 0.5671074366560896]",1,1696514342.8185604,0,{'runtime': 420},421.7547163963318,357.475667807,60000,"[0.04405402027433125, 0.048094458093465575, 0.18388237465443688, 0.18203440138362736, 0.10340644619062656]",402.422529094,10000,11960,0.0372,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",5,"[1, 1, 1, 1, 1]"
85,"[0.6062730205005462, 1.14098465375318, 1.0006193416827682, 1.2403783544272713, 0.5811003949025012, 0.782652741884607]","[2000, 2196, 2392, 2588, 2784, 2980]",2094,"[0.5006545752639797, 0.6627078766263379, 0.962551756212244, 1.3174565708749937, 0.7985390516545202, 0.6515039438347021]",14,54.649359786,"[1.1638093371863962, 0.9784234105104274, 1.1197390135321847, 0.520310826827167, 0.5455486118479448, 0.5733979196994927]",1,1696513916.6482265,0,{'runtime': 500},501.4592561721802,420.001307473,60000,"[0.16048477748768475, 0.08953290963100877, 0.06148154440483388, 0.031304545854956574, 0.12301380653536344, 0.14125057533265437]",474.650708148,10000,14940,0.0345,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",6,"[1, 1, 1, 1, 1, 1]"
86,"[0.5540534462347124, 0.6452067974793881, 1.094966086580086, 1.0978747620522602, 0.6474074374402766, 1.3867095065241606, 1.1285411868892383]","[2000, 2196, 2392, 2588, 2784, 2980, 3176]",2072,"[1.0261717714539749, 0.6201862203922436, 0.6737657743597272, 0.6780785484263561, 1.2622654502926285, 1.316435084036225, 0.506101957902914]",14,63.415870221,"[0.9557543988850916, 0.6104099379916484, 0.7731925576810942, 0.6287306324649259, 1.2776964393008785, 0.5374999974748822, 1.4780962112671503]",1,1696513410.327603,0,{'runtime': 604},606.0313682556152,507.816378254,60000,"[0.082539460707753, 0.02572228004738524, 0.1532096708507911, 0.05322718546708189, 0.013383556292975909, 0.10369218161204732, 0.16912807865337345]",571.232303842,10000,18116,0.0362,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",7,"[1, 1, 1, 1, 1, 1, 1]"
87,"[0.6676275781391143, 1.114577623894342, 0.560794428329537, 1.2491631335630144, 1.3448766595397617, 0.8955044258280263, 1.3964478347468026, 0.6994874898028502]","[2000, 2196, 2392, 2588, 2784, 2980, 3176, 3372]",9714,"[0.5810873129412026, 1.4702519891631702, 0.7820013636983112, 1.1630929547141249, 0.5822574472344609, 0.7268270829696342, 1.1642213927330802, 0.6337622494810319]",14,76.251689344,"[0.8322008519112902, 0.9696755883448558, 0.6699468789579434, 0.5391337250571515, 0.8759514868353904, 1.2278042910168123, 1.1333407433386196, 0.9511106100890548]",1,1696512799.94803,0,{'runtime': 710},711.4337639808655,593.266406115,60000,"[0.197704042401476, 0.10201252886416624, 0.10402316228534436, 0.075455979149972, 0.04677032940357899, 0.07994048379605528, 0.14020072702310904, 0.15839447202112597]",669.518165313,10000,21488,0.0342,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",8,"[1, 1, 1, 1, 1, 1, 1, 1]"
88,"[1.1287598903353175, 1.4209399213121547, 0.9302335142916612, 1.418425880958687, 1.194174052366727, 0.8770787383172997, 0.8073664912292765, 0.5166468872106907, 0.6012525354695174]","[2000, 2196, 2392, 2588, 2784, 2980, 3176, 3372, 3568]",1406,"[1.289515019449462, 1.4857713935537809, 0.6661032892973141, 1.3360618880579127, 0.992771254538678, 1.0492637589987133, 0.9899487986891722, 0.6784251976494831, 0.9357011981777416]",14,86.504216758,"[1.3769982719827696, 1.2793679587302569, 0.8202477820960283, 1.4652397535904704, 1.1475431810396468, 0.5339320304640863, 0.6936940131639285, 1.482374672455095, 1.426386029235975]",1,1696512083.4268477,0,{'runtime': 883},884.9180693626404,734.984698642,60000,"[0.041455588100079765, 0.15674144580152322, 0.13435571592312304, 0.19487039313125923, 0.11499076467614612, 0.13241387526041729, 0.051449385543146355, 0.1044200767315178, 0.08385548501845663]",821.488956359,10000,25056,0.0396,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",9,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
89,"[0.8024684043284703, 0.8217993061494258, 1.471087642044283, 0.6233105785118837, 0.8445054600852939, 1.2342372843748366, 1.1161644218129387, 0.9858724525739436, 0.932566739772688, 0.8310946780297266]","[2000, 2196, 2392, 2588, 2784, 2980, 3176, 3372, 3568, 3764]",6122,"[1.4687215307457686, 1.1328917094018576, 0.9182930912267948, 1.2261202594395777, 1.476311944473964, 1.4299017181639848, 1.0723096221258137, 1.4113819001348165, 0.9490795084466324, 0.6515590914185099]",14,113.129888353,"[0.6822292431674587, 1.4238185683575697, 0.9339631817478126, 1.3638181981602786, 1.1678157453839124, 0.8469240836546416, 1.2555581602870505, 0.7776998686279114, 0.7480125106924821, 0.9500652759417132]",1,1696511193.722087,0,{'runtime': 1061},1062.347571849823,866.885526028,60000,"[0.1813107933918863, 0.060888677933385774, 0.11611381800176754, 0.03819766510719668, 0.0527628628227104, 0.17417488228054265, 0.07266307235886578, 0.10571890954093316, 0.14672949244371075, 0.1354830289159279]",980.191269382,10000,28820,0.0401,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
90,1.054001514518862,2000,7769,1.17230167668099,14,7.457384711,0.9701567684699604,1,1696504219.4674926,0,{'runtime': 97},98.43719553947447,87.811482274,60000,0.06004117441617324,95.268908193,10000,2000,0.0334,['<PyCall.jlwrap tanh>'],1,1
91,"[0.93986179801447, 0.8706640026336033]","[2000, 2196]",3100,"[0.5900951612836659, 0.9497565069711766]",14,13.445775725,"[1.2244859170107922, 0.5689637490171274]",1,1696504109.3669832,0,{'runtime': 152},153.92339515686035,134.540679631,60000,"[0.11650708659413513, 0.12248595252502766]",147.986493368,10000,4196,0.0322,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",2,"[1, 1]"
92,"[0.9982417408775704, 1.4376230236497722, 0.7919002301120692]","[2000, 2196, 2392]",1532,"[1.1201312172062885, 0.9374953864784624, 1.311649110379283]",14,20.794691641,"[1.2089071321929694, 0.7197937813469227, 0.8221150011555491]",1,1696503942.4120865,0,{'runtime': 218},219.4335424900055,189.6268371,60000,"[0.1997989429183434, 0.16402936706608354, 0.18973167808296473]",210.421604964,10000,6588,0.0369,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",3,"[1, 1, 1]"
93,"[0.7182764730731213, 1.4067200043399883, 0.520912098743915, 1.4858100964966352]","[2000, 2196, 2392, 2588]",7054,"[0.9123659170217436, 1.402556894114042, 0.7843008123520998, 1.1687072140350128]",14,30.466882774,"[0.6529518996215508, 0.7240308898919059, 0.7736493597286476, 1.229319389991825]",1,1696503712.0384774,0,{'runtime': 298},299.60398840904236,256.424845553,60000,"[0.09918905098591692, 0.061629415546344025, 0.08809789902838759, 0.14294799803560823]",286.891790043,10000,9176,0.0353,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",4,"[1, 1, 1, 1]"
94,"[1.1882218779414857, 0.6116151578125479, 1.1077239204381653, 1.192745515364594, 0.9924369534895656]","[2000, 2196, 2392, 2588, 2784]",9791,"[1.4803666318793218, 1.4575455807906423, 1.0919513715823783, 1.0986356522189828, 1.274518706031567]",14,39.885143089,"[0.6729116161025944, 1.1683200297051552, 1.1522024385884777, 0.5921303963962452, 1.3941135210125433]",1,1696503402.085522,0,{'runtime': 386},387.2367398738861,330.946152536,60000,"[0.07449055999239207, 0.1454808567022287, 0.019632851444670703, 0.11427113850684369, 0.17358908867969136]",370.83133568,10000,11960,0.0392,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",5,"[1, 1, 1, 1, 1]"
95,"[1.3104957173434104, 0.5227361612682861, 0.946895023551581, 1.073873493379075, 0.8985295584096068, 1.3431910645170486]","[2000, 2196, 2392, 2588, 2784, 2980]",7777,"[1.2005395245215498, 0.6390532009871802, 0.7694166988676931, 1.3472358262168729, 0.7322933289287014, 0.6062615326363907]",14,49.140702501,"[0.5258435246774047, 0.7079508714787266, 0.5685723423916654, 1.0544583245816406, 0.5381935860803415, 0.8769020207993868]",1,1696503002.4919307,0,{'runtime': 472},473.6396746635437,399.07727088,60000,"[0.17006206641909524, 0.1554170261257777, 0.056156401463605544, 0.03597108950475265, 0.10324782983944428, 0.19600986868247824]",448.218014169,10000,14940,0.0365,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",6,"[1, 1, 1, 1, 1, 1]"
96,"[0.7419706864967704, 1.4604176312302353, 1.18056957576255, 0.62633289603255, 1.4940461015094937, 0.641002135642258, 1.1425456568287609]","[2000, 2196, 2392, 2588, 2784, 2980, 3176]",6059,"[0.5411022294052489, 1.2304307475149092, 1.3732129803183168, 1.123050264030637, 0.940476965055165, 1.1506440559368265, 1.19011161353772]",14,59.574779614,"[0.6844764394449361, 1.3613563194477516, 0.7622050873525209, 0.5827495141773321, 0.8622269594803129, 1.0708839172336333, 0.5170948619001654]",1,1696502516.7148232,0,{'runtime': 572},574.5049042701721,478.59928699,60000,"[0.15379365889562527, 0.17987276801893667, 0.12266424885504384, 0.05500817442390966, 0.1038926115734568, 0.15869192668945814, 0.14271092673209285]",538.174114995,10000,18116,0.036,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",7,"[1, 1, 1, 1, 1, 1, 1]"
97,"[0.5084670460601876, 0.6104894673712177, 0.972334094166529, 1.008781650505714, 0.6086228953727627, 0.9803684463293896, 1.0147303045804954, 1.4974580104831792]","[2000, 2196, 2392, 2588, 2784, 2980, 3176, 3372]",2649,"[1.0522695524908574, 1.1319371055053435, 1.2635024879964198, 0.6460766125973959, 0.5172005230984895, 1.322002332831763, 1.2835330687381663, 0.5870445774856847]",14,71.632724683,"[0.5657484642091196, 0.7670824649126414, 0.92420272859081, 0.5234346144959473, 0.6515537013708659, 1.4830816176149604, 1.087352391659702, 0.5393923125198392]",1,1696501930.83111,0,{'runtime': 678},679.6675729751587,566.84417353,60000,"[0.12753165143745648, 0.11839903456096568, 0.08562086345595737, 0.05802145317301005, 0.19466949109313875, 0.1599256102849859, 0.17787202115824738, 0.16224052296164837]",638.47695507,10000,21488,0.0377,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",8,"[1, 1, 1, 1, 1, 1, 1, 1]"
98,"[1.2656549982550631, 1.471118056826218, 0.8708319756134711, 0.855369992105787, 1.4613895345773638, 1.321153864778308, 0.5526546110475219, 1.05923905970559, 1.0712907925180848]","[2000, 2196, 2392, 2588, 2784, 2980, 3176, 3372, 3568]",9717,"[1.3247375943699478, 0.5027960077264504, 0.9281109406564996, 0.7907315971246851, 0.6793139582509459, 1.240006118985464, 1.1635755372879113, 1.057669839030116, 1.360703662390824]",14,83.374167691,"[1.4042950358105857, 0.5185174087788895, 1.469146033506036, 1.0712548328307834, 1.1257753724789925, 1.357365078939076, 1.3833389407144057, 1.050963323354151, 1.2105407660767942]",1,1696501082.042446,0,{'runtime': 811},811.9116642475128,671.16163688,60000,"[0.19735451849357472, 0.05204576739060034, 0.019097271894978667, 0.1688489162817316, 0.0625261200372016, 0.1131302664064254, 0.1260140940642435, 0.1683787127975244, 0.12929102875504872]",754.535862199,10000,25056,0.0397,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",9,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
99,"[1.4627757072776466, 1.3512794202718383, 1.1074794854809429, 0.5194526431070262, 1.2968183353926526, 1.2572894502055991, 1.1102204049720243, 0.5118235528450222, 0.5566414238800108, 1.2828698962276626]","[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",8387,"[0.5031280442998916, 0.5141678480817368, 1.255333854411707, 0.8059734196848964, 0.7758443520461635, 0.6803731277678736, 0.6605289704583175, 1.3799019831905213, 1.0851968540845425, 0.5317606500082849]",14,103.378964639,"[1.2423502593088314, 1.193667099714541, 0.9326700808427878, 0.7586384473773994, 0.7136715512545039, 0.8272017598194706, 1.2057687534268902, 0.813243832832193, 0.998795945599195, 1.1973780682113544]",1,1696499944.7553332,0,{'runtime': 1034},1035.4980292320251,855.298409113,60000,"[0.05400257555147652, 0.16326979623395574, 0.02210723932697155, 0.10268947495382566, 0.16634615524037769, 0.1289288282383299, 0.11453532550846916, 0.10171148205496602, 0.17370394141743117, 0.12981627235832482]",958.677444595,10000,20000,0.034,"['<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>', '<PyCall.jlwrap tanh>']",10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
